,type,entry_time,entry_price,exit_time,exit_price,percentual_difference,cumulative_profit
0,sl,2021-07-27 16:10:06.983876096,307.8,2021-07-27 16:10:20.589138944,307.76,-1.2995451591949467,-1.2995451591949467
1,sl,2021-07-27 16:10:21.617429760,307.76,2021-07-27 16:10:25.828455680,307.67,-2.924356641538049,-4.223901800732996
2,sl,2021-07-27 16:10:26.870764032,307.66,2021-07-27 16:10:42.715647488,307.64,-0.6500682571682588,-4.873970057901255
3,sl,2021-07-27 16:10:43.752275200,307.62,2021-07-27 16:11:07.507389184,307.6,-0.6501527859040962,-5.524122843805351
4,sl,2021-07-27 16:11:08.545156096,307.6,2021-07-27 16:11:11.666607616,307.56,-1.3003901170357757,-6.824512960841127
5,sl,2021-07-27 16:11:12.685364736,307.56,2021-07-27 16:11:45.177181184,307.52,-1.300559240474069,-8.125072201315195
6,tp,2021-07-27 16:11:46.225486080,307.51,2021-07-27 16:11:52.384059392,307.68,5.528275503236184,-2.596796698079011
7,sl,2021-07-27 16:12:09.077558784,307.6,2021-07-27 16:12:10.117452544,307.58,-0.6501950585188119,-3.246991756597823
8,sl,2021-07-27 16:12:11.157328128,307.58,2021-07-27 16:12:20.515533056,307.53,-1.6255933415700425,-4.872585098167866
9,sl,2021-07-27 16:12:21.550818048,307.54,2021-07-27 16:12:22.593617408,307.52,-0.6503219093463827,-5.522907007514249
10,tp,2021-07-27 16:12:23.639717888,307.51,2021-07-27 16:12:40.670127872,307.67,5.203082826575559,-0.3198241809386895
11,sl,2021-07-27 16:12:47.463691776,307.61,2021-07-27 16:12:52.212790528,307.59,-0.6501739215252642,-0.9699981024639537
12,sl,2021-07-27 16:12:53.371465728,307.58,2021-07-27 16:13:05.509317376,307.56,-0.6502373366272778,-1.6202354390912315
13,tp,2021-07-27 16:13:06.544095744,307.56,2021-07-27 16:13:12.652414720,307.73,5.527376772012483,3.907141332921251
14,sl,2021-07-27 16:13:33.310508800,307.69,2021-07-27 16:14:11.180507904,307.67,-0.6500048750359717,3.2571364578852795
15,sl,2021-07-27 16:14:12.200619520,307.67,2021-07-27 16:14:14.296025088,307.64,-0.975070692626176,2.2820657652591034
16,tp,2021-07-27 16:14:15.314042624,307.64,2021-07-27 16:14:39.262814720,307.8,5.200884150306365,7.482949915565468
17,sl,2021-07-27 16:14:44.434103808,307.76,2021-07-27 16:14:47.622823424,307.74,-0.6498570314524893,6.833092884112979
18,sl,2021-07-27 16:14:48.643719168,307.74,2021-07-27 16:14:51.794114560,307.72,-0.6498992656132389,6.1831936184997405
19,sl,2021-07-27 16:14:52.847441152,307.73,2021-07-27 16:15:03.300624896,307.67,-1.9497611542586768,4.233432464241064
20,sl,2021-07-27 16:15:04.367195392,307.68,2021-07-27 16:15:06.469342720,307.66,-0.6500260010394504,3.5834064632016136
21,sl,2021-07-27 16:15:07.492967936,307.64,2021-07-27 16:15:11.640643328,307.61,-0.975165778181404,2.60824068502021
22,sl,2021-07-27 16:15:12.656834816,307.63,2021-07-27 16:15:14.715404032,307.6,-0.9751974774883047,1.6330432075319052
23,sl,2021-07-27 16:15:15.733495296,307.6,2021-07-27 16:15:17.777338880,307.57,-0.9752925877772939,0.6577506197546114
24,sl,2021-07-27 16:15:18.795489024,307.56,2021-07-27 16:15:23.895040256,307.52,-1.300559240474069,-0.6428086207194575
