,type,entry_time,entry_price,exit_time,exit_price,percentual_difference,cumulative_profit
0,sl,2021-07-27 16:51:16.741847552,2236.0,2021-07-27 16:51:36.308394496,2235.88,-0.5366726296953974,-0.5366726296953974
1,sl,2021-07-27 16:51:37.333856000,2235.88,2021-07-27 16:51:44.519583232,2235.76,-0.536701432992338,-1.0733740626877353
2,sl,2021-07-27 16:52:16.523796736,2235.88,2021-07-27 16:52:18.567146752,2235.71,-0.7603270300734957,-1.833701092761231
3,tp,2021-07-27 16:52:19.589660672,2235.68,2021-07-27 16:53:26.325152000,2237.32,7.335575753239853,5.501874660478622
4,sl,2021-07-27 16:53:42.652287488,2237.32,2021-07-27 16:53:43.669747200,2237.17,-0.6704449966928778,4.831429663785745
5,sl,2021-07-27 16:53:44.685044992,2237.17,2021-07-27 16:53:57.979299328,2237.04,-0.5810912894420591,4.250338374343685
6,sl,2021-07-27 16:53:59.012897792,2237.03,2021-07-27 16:54:08.204961792,2236.65,-1.6986808402216738,2.551657534122011
7,sl,2021-07-27 16:54:09.223803392,2236.45,2021-07-27 16:54:14.343598848,2236.31,-0.625992085670919,1.9256654484510922
8,sl,2021-07-27 16:54:15.363744768,2236.29,2021-07-27 16:54:17.398906624,2236.15,-0.626036873571284,1.2996285748798082
9,tp,2021-07-27 16:54:18.415620352,2236.14,2021-07-27 16:55:01.783012096,2237.29,5.1427907018348185,6.442419276714626
10,sl,2021-07-27 16:55:09.008510208,2237.13,2021-07-27 16:55:10.026611200,2236.99,-0.6258018085686904,5.816617468145936
11,sl,2021-07-27 16:55:11.043077632,2236.99,2021-07-27 16:55:17.170628352,2236.77,-0.9834643874125496,4.8331530807333865
12,sl,2021-07-27 16:55:18.185785344,2236.77,2021-07-27 16:55:29.497228032,2236.32,-2.01182955779905,2.8213235229343363
13,sl,2021-07-27 16:55:30.519940096,2236.32,2021-07-27 16:55:36.663803392,2236.2,-0.536595836017858,2.2847276869164785
14,tp,2021-07-27 16:55:37.682379264,2236.16,2021-07-27 16:57:37.862614016,2237.46,5.8135374928456915,8.09826517976217
15,sl,2021-07-27 16:57:57.347193088,2239.1,2021-07-27 16:58:00.427076096,2238.94,-0.7145728194357308,7.383692360326439
16,tp,2021-07-27 16:58:01.475918592,2238.94,2021-07-27 16:58:44.619518208,2240.4,6.520942946215783,13.904635306542222
17,sl,2021-07-27 16:58:56.093687808,2239.46,2021-07-27 16:58:59.170449152,2238.74,-3.2150607735804817,10.689574532961739
18,sl,2021-07-27 16:59:00.189172992,2238.5,2021-07-27 16:59:08.459376896,2238.38,-0.5360732633455031,10.153501269616235
19,sl,2021-07-27 16:59:09.499613184,2238.38,2021-07-27 17:00:45.915991296,2237.71,-2.9932361797374565,7.160265089878779
20,sl,2021-07-27 17:00:47.972508928,2237.55,2021-07-27 17:00:51.063760640,2237.33,-0.9832182521072362,6.177046837771543
21,sl,2021-07-27 17:00:52.080496640,2237.29,2021-07-27 17:00:59.223746560,2237.09,-0.8939386489897068,5.283108188781836
22,sl,2021-07-27 17:01:00.242676480,2237.08,2021-07-27 17:01:08.410502144,2236.96,-0.5364135390772384,4.746694649704597
23,sl,2021-07-27 17:02:05.054991872,2236.02,2021-07-27 17:04:20.096176128,2235.85,-0.7602794250501907,3.9864152246544067
24,sl,2021-07-27 17:04:21.125726464,2235.84,2021-07-27 17:04:28.383033600,2235.7,-0.6261628739101519,3.360252350744255
25,sl,2021-07-27 17:04:29.432264192,2235.7,2021-07-27 17:04:32.566889216,2235.29,-1.833877532763137,1.526374817981118
26,sl,2021-07-27 17:04:33.585648128,2235.17,2021-07-27 17:04:37.785167872,2235.01,-0.7158292210429384,0.8105455969381796
27,tp,2021-07-27 17:04:38.800194304,2235.01,2021-07-27 17:04:48.075971072,2236.61,7.158804658591725,7.969350255529905
28,sl,2021-07-27 17:05:02.526993664,2236.21,2021-07-27 17:05:15.879819776,2236.04,-0.7602148277669484,7.2091354277629565
29,sl,2021-07-27 17:05:16.930328832,2236.02,2021-07-27 17:05:17.950153984,2235.64,-1.6994481265825399,5.509687301180417
30,sl,2021-07-27 17:05:18.978254080,2235.58,2021-07-27 17:05:23.046728960,2235.43,-0.6709668184546782,4.838720482725739
31,sl,2021-07-27 17:05:24.060540928,2235.43,2021-07-27 17:05:31.253906176,2235.25,-0.8052142093460153,4.033506273379723
32,sl,2021-07-27 17:05:32.287211520,2235.24,2021-07-27 17:05:35.434947840,2235.11,-0.5815930280401854,3.451913245339538
33,sl,2021-07-27 17:05:38.530179584,2234.18,2021-07-27 17:05:39.553518592,2233.75,-1.9246434933614855,1.5272697519780523
34,sl,2021-07-27 17:05:40.573469440,2233.62,2021-07-27 17:06:03.176759552,2233.27,-1.5669630465339182,-0.0396932945558659
35,sl,2021-07-27 17:06:41.391555328,2234.87,2021-07-27 17:06:44.439970560,2234.7,-0.760670643035491,-0.8003639375913569
36,sl,2021-07-27 17:06:46.485515264,2234.62,2021-07-27 17:06:48.519399424,2234.48,-0.6265047301101426,-1.4268686677014997
