,type,entry_time,entry_price,exit_time,exit_price,percentual_difference,cumulative_profit
0,sl,2021-07-27 13:57:18.270972160,2303.73,2021-07-27 13:57:28.385299200,2303.39,-1.4758673976557388,-1.4758673976557388
1,sl,2021-07-27 13:57:29.411810304,2303.11,2021-07-27 13:57:35.470458624,2302.95,-0.6947128013872945,-2.1705801990430333
2,sl,2021-07-27 13:57:36.504147968,2302.99,2021-07-27 13:58:01.157297664,2302.85,-0.6079053751856182,-2.7784855742286516
3,sl,2021-07-27 13:58:34.274580224,2302.79,2021-07-27 13:58:41.332647424,2302.18,-2.648960608653535,-5.4274461828821865
4,sl,2021-07-27 13:58:42.367566592,2302.18,2021-07-27 13:59:52.399277056,2301.55,-2.7365366739336388,-8.163982856815824
5,tp,2021-07-27 13:59:53.439005952,2301.51,2021-07-27 14:00:43.716015104,2302.78,5.518116367080663,-2.6458664897351616
6,sl,2021-07-27 14:00:49.900791296,2302.53,2021-07-27 14:01:03.134200576,2301.96,-2.4755377780101178,-5.121404267745279
7,sl,2021-07-27 14:01:04.171218176,2301.82,2021-07-27 14:01:10.197108992,2301.65,-0.7385460201061453,-5.859950287851425
8,sl,2021-07-27 14:01:11.222642432,2301.65,2021-07-27 14:01:27.543987712,2301.53,-0.521365107639697,-6.3813153954911215
9,sl,2021-07-27 14:01:28.576112128,2301.52,2021-07-27 14:02:28.399273984,2301.38,-0.608293649413747,-6.989609044904869
10,sl,2021-07-27 14:02:29.434083840,2301.37,2021-07-27 14:02:35.466996224,2301.22,-0.6517856754893432,-7.641394720394212
11,sl,2021-07-27 14:02:36.513610240,2301.21,2021-07-27 14:02:42.563602944,2301.07,-0.608375593708843,-8.249770314103055
12,sl,2021-07-27 14:02:43.641065216,2301.07,2021-07-27 14:02:49.687038720,2300.78,-1.2602832595269313,-9.510053573629985
