,type,entry_time,entry_price,exit_time,exit_price,percentual_difference,cumulative_profit
0,sl,2021-07-27 10:50:21.706385664,308.32,2021-07-27 10:52:06.859066624,308.26,-1.946030098598932,-1.946030098598932
1,tp,2021-07-27 10:52:08.953754112,308.25,2021-07-27 10:53:12.692473600,308.44,6.163828061638207,4.217797963039275
2,sl,2021-07-27 10:53:26.050192640,308.37,2021-07-27 10:53:32.084883968,308.34,-0.9728572818377131,3.244940681201562
3,sl,2021-07-27 10:53:33.116779008,308.39,2021-07-27 10:53:39.141507072,308.37,-0.6485294594501058,2.596411221751456
4,sl,2021-07-27 10:53:40.203898624,308.37,2021-07-27 10:53:46.255003392,308.33,-1.2971430424496695,1.2992681793017866
5,tp,2021-07-27 10:53:47.296574464,308.32,2021-07-27 10:54:06.749059584,308.48,5.189413596264434,6.488681775566221
6,sl,2021-07-27 10:54:14.063730944,308.39,2021-07-27 10:54:30.529331200,308.37,-0.6485294594501058,5.840152316116115
7,sl,2021-07-27 10:54:31.551532800,308.36,2021-07-27 10:54:53.080188416,308.34,-0.6485925541587318,5.191559761957383
8,tp,2021-07-27 10:54:54.111671552,308.33,2021-07-27 10:55:45.599505408,308.5,5.5135731197099185,10.705132881667302
9,sl,2021-07-27 10:56:00.997021440,308.46,2021-07-27 10:56:09.079181312,308.44,-0.6483822861953514,10.05675059547195
10,sl,2021-07-27 10:56:10.123766016,308.45,2021-07-27 10:56:18.218427648,308.43,-0.6484033068562753,9.408347288615674
11,tp,2021-07-27 10:56:19.242900736,308.44,2021-07-27 10:56:53.186044416,308.6,5.1873946310473675,14.595741919663041
12,sl,2021-07-27 10:57:01.405687552,308.55,2021-07-27 10:57:07.424793856,308.53,-0.6481931615633982,13.947548758099643
13,tp,2021-07-27 10:57:08.478318592,308.53,2021-07-27 10:57:43.388463104,308.72,6.158234207372202,20.105782965471846
14,sl,2021-07-27 10:57:59.831911424,308.85,2021-07-27 10:58:05.851431168,308.81,-1.2951270843458138,18.81065588112603
15,tp,2021-07-27 10:58:06.870479616,308.84,2021-07-27 10:58:21.089901824,309.06,7.123429607564671,25.9340854886907
16,sl,2021-07-27 10:58:44.743825664,309.37,2021-07-27 10:58:50.785273856,309.35,-0.6464750945463946,25.287610394144306
17,tp,2021-07-27 10:58:51.824844800,309.34,2021-07-27 10:59:15.675475200,309.5,5.172302321071475,30.45991271521578
18,sl,2021-07-27 10:59:16.721403392,309.49,2021-07-27 10:59:22.761464320,309.44,-1.6155610843649673,28.844351630850813
19,sl,2021-07-27 10:59:23.790191104,309.4,2021-07-27 10:59:40.075283968,309.38,-0.6464124111177055,28.197939219733108
20,sl,2021-07-27 10:59:41.107062528,309.39,2021-07-27 11:00:04.948387072,309.32,-2.262516564853201,25.935422654879908
21,sl,2021-07-27 11:00:05.973688832,309.31,2021-07-27 11:00:14.052044032,309.25,-1.9398014936472239,23.995621161232684
22,sl,2021-07-27 11:00:15.076949504,309.22,2021-07-27 11:00:21.098068224,309.17,-1.616971735334434,22.37864942589825
23,sl,2021-07-27 11:00:22.117031936,309.18,2021-07-27 11:00:28.141638912,309.16,-0.6468723720804,21.73177705381785
24,sl,2021-07-27 11:00:29.175579904,309.15,2021-07-27 11:00:36.247036672,309.09,-1.9408054342552896,19.790971619562562
25,sl,2021-07-27 11:00:37.272381696,309.09,2021-07-27 11:00:44.313748736,309.07,-0.6470607266486075,19.143910892913954
26,sl,2021-07-27 11:00:45.340761856,309.11,2021-07-27 11:00:53.408697344,309.08,-0.9705282909006359,18.17338260201332
27,sl,2021-07-27 11:00:54.453393664,309.06,2021-07-27 11:01:01.509345280,309.04,-0.6471235358824114,17.52625906613091
28,tp,2021-07-27 11:02:02.308784384,309.17,2021-07-27 11:02:21.659335168,309.33,5.175146359606953,22.70140542573786
29,sl,2021-07-27 11:02:28.926332416,309.29,2021-07-27 11:02:35.983638272,309.26,-0.9699634647104516,21.731441961027407
30,sl,2021-07-27 11:02:37.023632128,309.26,2021-07-27 11:02:52.347017472,309.19,-2.263467632412636,19.467974328614773
31,sl,2021-07-27 11:02:53.367030528,309.18,2021-07-27 11:03:01.536261632,309.11,-2.2640533022832385,17.203921026331535
32,sl,2021-07-27 11:03:02.609723136,309.16,2021-07-27 11:03:08.651414016,309.1,-1.9407426575236857,15.26317836880785
33,sl,2021-07-27 11:03:09.677100544,309.1,2021-07-27 11:03:17.785984768,309.07,-0.9705596894218556,14.292618679385994
34,sl,2021-07-27 11:03:18.818725120,309.07,2021-07-27 11:03:42.360058368,309.04,-0.9706538971745143,13.321964782211479
35,sl,2021-07-27 11:04:26.545107456,309.12,2021-07-27 11:04:55.248427776,309.07,-1.617494824016931,11.704469958194547
36,sl,2021-07-27 11:04:56.276944384,309.08,2021-07-27 11:05:09.513571328,309.05,-0.9706224925576781,10.733847465636869
37,sl,2021-07-27 11:05:10.540381184,309.04,2021-07-27 11:05:16.608333312,309.0,-1.2943308309610555,9.439516634675813
38,sl,2021-07-27 11:05:17.646944512,309.0,2021-07-27 11:05:23.677019136,308.95,-1.6181229773466463,7.821393657329168
39,sl,2021-07-27 11:05:24.722958848,308.95,2021-07-27 11:05:30.744855040,308.86,-2.9130927334512053,4.908300923877962
40,tp,2021-07-27 11:05:31.771383296,308.86,2021-07-27 11:05:37.804932864,309.02,5.180340607393905,10.088641531271868
41,sl,2021-07-27 11:05:41.902616576,308.87,2021-07-27 11:05:48.970422016,308.8,-2.266325638617968,7.822315892653901
42,sl,2021-07-27 11:05:49.993211136,308.8,2021-07-27 11:06:06.362085888,308.73,-2.266839378238121,5.55547651441578
