date,csup,cinf,close,cmed,volume
2021-01-19 00:00:00,36782.50927813288,36285.34920700489,36676.89,36615.5276994253,2733.810333
2021-01-19 01:00:00,37096.63989894586,36505.99376087553,36922.44,36808.01627314444,6704.659127
2021-01-19 02:00:00,37132.539025784456,36567.838336569635,36804.11,36838.904544019744,3367.186613
2021-01-19 03:00:00,37121.92802388381,36581.62869130194,36465.3,36799.131668058886,2526.732442
2021-01-19 04:00:00,36861.63966134707,36433.88568772672,36284.71,36556.16793805349,2229.694328
2021-01-19 05:00:00,36683.39201931704,36228.49814718292,36251.18,36338.376627663136,2305.607827
2021-01-19 06:00:00,36655.884171274956,36075.88528512121,36599.55,36398.14640404385,2938.256367
2021-01-19 07:00:00,36901.399566576234,36203.76466069824,37168.82,36751.11606677853,3825.667757
2021-01-19 08:00:00,37258.14346761909,36554.833784962924,37197.72,37047.68739947348,5687.62709
2021-01-19 09:00:00,37422.86146380415,36795.881820715564,37040.04,37148.69054171106,3275.36236
2021-01-19 10:00:00,37448.35874296106,36884.76379598585,37110.6,37132.121783829105,3322.075118
2021-01-19 11:00:00,37341.65391109181,36855.189249034076,37266.49,37133.66687115059,2885.730909
2021-01-19 12:00:00,37350.50961542029,36711.540824551375,36782.17,37023.41011365599,4108.414966
2021-01-19 13:00:00,37312.19786203997,36717.667787917664,37082.52,37009.584631005324,2645.546491
2021-01-19 14:00:00,37313.01160875774,36739.47768586733,36992.33,36924.119497903994,2406.250417
2021-01-19 15:00:00,37255.12438358058,36820.39267977942,37329.4,37143.072160571406,2806.434853
2021-01-19 16:00:00,37578.321680700385,37020.729122279314,37366.1,37269.34238612504,5147.020156
2021-01-19 17:00:00,37637.7684358891,37044.07857387141,37162.4,37307.85367251813,2476.825643
2021-01-19 18:00:00,37549.7048592593,36928.13279286711,36500.0,37032.96736747178,3818.662383
2021-01-19 19:00:00,37103.51997164974,36443.68218892451,36279.82,36569.25060160241,4162.251559
2021-01-19 20:00:00,36873.40204701494,36222.27353613745,36436.26,36398.7134440371,2878.69976
2021-01-19 21:00:00,36733.72796171197,36158.13423532988,36452.22,36374.008236998,2721.214724
2021-01-19 22:00:00,36699.961558755356,36253.191566603644,36632.82,36478.52347476859,1252.401875
2021-01-19 23:00:00,36751.02866591971,36124.91108469819,35891.49,36225.01078135275,3385.174671
2021-01-20 00:00:00,36572.93796630545,35820.76394847036,36314.04,36185.37734187343,3376.908018
2021-01-20 01:00:00,36506.96015236357,35793.87921219183,36105.27,36103.181688765086,2185.603813
2021-01-20 02:00:00,36295.06232763625,35745.51070532313,36080.9,36183.254497208996,2649.687175
2021-01-20 03:00:00,36172.86149462623,35390.60657677599,35062.49,35541.16325559216,5563.392878
2021-01-20 04:00:00,35869.050636003405,35052.48529415838,35251.36,35341.03395545658,4580.640046
2021-01-20 05:00:00,35738.40049331415,34946.845328763564,35477.18,35217.123528760814,2705.036018
2021-01-20 06:00:00,35620.27831907989,34986.52168019947,35262.93,35309.69525461502,3973.879045
2021-01-20 07:00:00,35784.99422567815,35170.00014289103,35677.14,35445.176587983515,2748.948678
2021-01-20 08:00:00,35911.03628868522,35215.470179545075,35475.45,35444.738102509385,2722.805386
2021-01-20 09:00:00,35736.67342965381,34881.50812238955,34801.83,35183.375670167865,5641.773786
2021-01-20 10:00:00,35415.51909982312,34610.78102467125,34721.51,34905.87008056791,5228.272141
2021-01-20 11:00:00,35144.19282181036,34282.2573581138,34426.17,34649.738310830406,5516.474242
2021-01-20 12:00:00,34882.84113745186,34121.074742505865,34717.66,34616.68483196908,4980.587479
2021-01-20 13:00:00,34874.77359516816,34063.43731923191,34958.56,34670.50418184971,3863.832886
2021-01-20 14:00:00,34954.77368937337,34303.71213959375,34873.96,34837.60118426174,3575.829075
2021-01-20 15:00:00,35056.61036233506,34352.24856455551,34192.17,34677.2879213139,3689.935923
2021-01-20 16:00:00,34893.23476151436,33854.55028041984,34693.65,34620.26943928426,9164.626299
2021-01-20 17:00:00,34884.124263727725,33802.14179897856,34849.99,34615.12580456271,3580.941356
2021-01-20 18:00:00,34902.223217858664,33885.057760836076,35250.61,34816.339310968935,2311.693069
2021-01-20 19:00:00,35210.23113889799,34704.64942109086,35197.12,35065.63610793644,2620.953765
2021-01-20 20:00:00,35298.33126224722,34789.11257475346,34957.15,35146.06163097238,1987.730256
2021-01-20 21:00:00,35249.892482909665,34700.444316784255,34892.89,35030.15942839811,2130.648407
2021-01-20 22:00:00,35187.276432344974,34635.179504799016,34954.86,34930.52163441587,1119.622182
2021-01-20 23:00:00,35396.87928152911,34689.59035370123,35468.23,35199.43432725453,3448.600995
2021-01-21 00:00:00,35551.65362065295,34875.304827350694,35293.21,35327.335439621886,2017.772003
2021-01-21 01:00:00,35555.457200377154,34806.207919907756,34784.69,35192.43232021563,2831.353226
2021-01-21 02:00:00,35223.99723972885,34637.85211323413,34560.12,34826.59500941685,3087.999818
2021-01-21 03:00:00,35002.40363554777,34400.388675747636,34571.09,34634.679413637976,3058.583037
2021-01-21 04:00:00,34859.962447999394,34250.27970051902,34246.48,34455.08027703388,3255.930557
2021-01-21 05:00:00,34782.86875480828,34114.48212559395,34562.7,34460.64662318434,3522.778227
2021-01-21 06:00:00,34775.66588809254,34175.252453518726,34661.83,34475.65804209457,2361.033751
2021-01-21 07:00:00,34791.12771037576,34293.06605292831,34624.27,34608.986245508575,2505.293449
2021-01-21 08:00:00,34773.077879520584,33715.61437465362,33239.0,33788.00451849795,7574.112319
2021-01-21 09:00:00,34130.8361402669,33034.37198809837,32878.33,33229.73972599695,10141.568806
2021-01-21 10:00:00,33714.70152305052,32568.870059390712,32826.62,32968.70892304553,7957.206549
2021-01-21 11:00:00,33228.10171552428,32266.23697573762,32208.62,32684.653668867548,6499.198398
2021-01-21 12:00:00,32888.688644866204,31739.791854013074,32475.34,32517.061609381166,10991.830046
2021-01-21 13:00:00,32802.2201889312,31743.314982308413,32304.44,32360.679929424856,4837.423551
2021-01-21 14:00:00,32610.772918154256,31356.178448109218,31180.19,31917.521900635882,10854.173628
2021-01-21 15:00:00,32384.979231673384,31284.26947900547,31384.09,31479.346454723323,7812.917753
2021-01-21 16:00:00,32260.306674373067,31047.869590925362,31083.5,31211.293630836375,7922.457513
2021-01-21 17:00:00,32101.68521328972,31051.56200530039,31912.38,31386.16809409519,4587.716597
2021-01-21 18:00:00,32127.92448696953,31131.497188422967,31742.68,31466.16669343534,3560.625853
2021-01-21 19:00:00,32345.960608854435,31375.74365944779,32468.66,32105.465157127845,5995.575742
2021-01-21 20:00:00,32521.993632898004,31640.863298679487,31883.01,32098.082500820805,4446.733675
2021-01-21 21:00:00,32515.071625919725,31567.635023870233,31229.71,31940.438922337085,4096.665079
2021-01-21 22:00:00,31768.09614011684,30766.326926036316,30913.18,31222.916233286374,9566.504172
2021-01-21 23:00:00,31530.38315311932,30458.41136328521,30850.13,30962.641917589834,5518.622909
2021-01-22 00:00:00,31103.860735958267,29715.989594403687,29528.31,30177.557679002548,16556.096185
2021-01-22 01:00:00,30772.03075740197,29245.43269654803,30068.29,29951.944200200323,17679.880477
2021-01-22 02:00:00,30683.173100880187,29175.825349513536,30710.91,29982.2197806583,8224.70597
2021-01-22 03:00:00,30634.115915702045,29309.298238768766,30943.4,30368.879819092275,4353.710255
2021-01-22 04:00:00,31061.948333286986,30193.11539706065,30919.6,30829.641196494158,5349.741131
2021-01-22 05:00:00,31498.267789530633,30605.930784931872,31800.93,31257.53024227121,5843.711427
2021-01-22 06:00:00,31840.01107097423,30991.12973216623,31542.75,31434.767264465583,5707.043253
2021-01-22 07:00:00,31983.694721998105,30937.485052585416,30842.45,31393.3440520443,5871.330171
2021-01-22 08:00:00,31885.61914000803,30864.06062641475,31526.3,31302.719739960834,5959.973992
2021-01-22 09:00:00,31769.90355353909,30771.363798759237,31414.59,31256.419086806858,5197.32705
2021-01-22 10:00:00,31728.309816580768,30911.206223128596,31386.37,31448.77789036332,4556.220507
2021-01-22 11:00:00,31866.827389625963,31245.241110308547,31710.88,31521.65025725035,6197.724714
2021-01-22 12:00:00,31930.287214344233,31254.017111619494,31550.0,31565.79041058333,5176.963548
2021-01-22 13:00:00,32109.388637191205,31334.503452107285,32141.8,31812.61688848213,6045.557069
2021-01-22 14:00:00,32296.120750216654,31591.254102620198,32516.74,32089.369591607807,5791.991303
2021-01-22 15:00:00,32524.73323156355,31879.11453939845,32458.42,32363.256669064023,4727.186499
2021-01-22 16:00:00,32636.33977146465,32119.657057354056,32377.56,32455.820820761615,4665.554971
2021-01-22 17:00:00,32652.178790365284,32102.328289372348,32329.25,32397.940736573797,2777.802659
2021-01-22 18:00:00,32894.33451481651,32077.8984650174,33277.32,32749.06305857668,5488.665732
2021-01-22 19:00:00,33266.86744388338,32491.90957508024,33589.52,33187.35282788062,4699.141833
2021-01-22 20:00:00,33569.82268018524,32797.77958746977,33503.2,33443.24460182521,3725.032945
2021-01-22 21:00:00,33716.62830920513,33195.65845010602,33290.01,33489.96011773983,2586.470121
2021-01-22 22:00:00,33716.59039157993,33119.95749658884,32835.29,33246.870754882904,2591.01826
2021-01-22 23:00:00,33460.111235534765,32824.694408162344,32945.17,33017.66210860862,3198.833977
2021-01-23 00:00:00,33222.92473605864,32564.87922779309,32702.18,32824.82926247531,3359.612554
2021-01-23 01:00:00,33026.78955881762,32405.699485106536,32706.76,32783.34277215175,3198.930513
2021-01-23 02:00:00,32921.98419469759,32226.907481977094,32256.17,32547.185619243624,3543.412638
2021-01-23 03:00:00,32828.02986446582,32154.800224649927,32365.01,32444.944106106293,2109.566325
2021-01-23 04:00:00,32779.26051103341,32161.333051168647,32582.01,32375.946278922365,2171.598105
2021-01-23 05:00:00,33008.83494639217,32257.998046696797,33350.6,32864.67760963994,3432.487248
2021-01-23 06:00:00,33271.87377140503,32467.67621512828,32820.11,32963.96871047951,3459.270262
2021-01-23 07:00:00,33348.31538058037,32560.726044482133,32931.18,33044.75386205298,2401.161076
2021-01-23 08:00:00,33237.59320138504,32694.746376510957,32943.24,32887.45935276251,2294.690061
2021-01-23 09:00:00,33088.74861640266,32515.037929680602,32453.56,32730.786963113696,3494.212184
2021-01-23 10:00:00,32890.712201316404,32358.08377284644,32344.37,32549.05853815517,2788.784034
2021-01-23 11:00:00,32716.018549989403,31938.739802563883,31645.49,32073.15646237644,4876.619616
2021-01-23 12:00:00,32393.736219279355,31675.185785798036,31602.63,31819.593821017424,2832.035856
2021-01-23 13:00:00,32325.892932453884,31461.41521123004,31865.19,31706.39969283812,3721.341084
2021-01-23 14:00:00,32118.41637196106,31480.98191734532,31721.74,31744.198417698215,2196.241592
2021-01-23 15:00:00,32175.92483265855,31518.722120925275,31877.1,31829.042198497355,2104.616717
2021-01-23 16:00:00,32170.247877308084,31677.852178012625,32121.84,31917.43824032272,2518.066139
2021-01-23 17:00:00,32309.550577512608,31806.93674141509,32239.09,32085.31881591482,2251.774582
2021-01-23 18:00:00,32359.36834125096,31870.826776110996,32167.48,32173.906941354122,2438.104191
2021-01-23 19:00:00,32413.79368564582,31993.603285865276,32348.79,32246.48381951793,2045.514331
2021-01-23 20:00:00,32411.72585608036,31981.566516159834,32191.33,32235.256860912177,1524.957919
2021-01-23 21:00:00,32451.63432441683,31981.647345500904,32344.22,32305.802405329552,2255.056851
2021-01-23 22:00:00,32459.05627925998,31917.562097419428,32049.97,32213.488399744558,1596.251945
2021-01-23 23:00:00,32360.278817621387,31862.571379470104,32078.0,32173.26244941951,1980.981852
2021-01-24 00:00:00,32218.06304048784,31786.529890077727,31876.35,31988.437831355193,2459.159672
2021-01-24 01:00:00,32098.520859929635,31729.280931566154,31863.84,31941.69682916839,1404.062071
2021-01-24 02:00:00,32153.424561947584,31709.271372145435,32096.04,31942.394790442944,1774.936477
2021-01-24 03:00:00,32315.29571499861,31870.601217653737,32480.05,32188.589739294373,2128.03865
2021-01-24 04:00:00,32643.435096050573,32133.623605077457,32811.05,32562.80061278372,4046.603906
2021-01-24 05:00:00,32817.61901822777,32388.15150542331,32871.98,32752.498812782662,2869.473838
2021-01-24 06:00:00,32960.186836037385,32519.572829040484,32757.02,32815.80014723862,2415.520546
2021-01-24 07:00:00,32978.712579620646,32616.414669864174,32801.15,32814.783618263435,1803.946232
2021-01-24 08:00:00,32995.36714112919,32554.04617354901,32630.48,32727.02087549777,2135.763275
2021-01-24 09:00:00,32886.921463930805,32542.675333984178,32641.58,32686.731713556048,1910.538625
2021-01-24 10:00:00,32852.5328701419,32530.945250594927,32693.74,32651.905885469398,1565.435843
2021-01-24 11:00:00,32798.245751347655,32574.93100673147,32833.37,32726.32622183307,1989.116728
2021-01-24 12:00:00,32871.37338855064,32377.61287564643,32362.31,32582.1064668624,3068.96485
2021-01-24 13:00:00,32743.8068138149,32266.75342815063,32227.29,32437.073208686583,2663.868671
2021-01-24 14:00:00,32599.867395831985,32066.187482125275,32055.71,32232.04258500928,2195.430047
2021-01-24 15:00:00,32352.148005114195,31977.768359192705,31957.05,32093.357969732657,2011.062567
2021-01-24 16:00:00,32232.380229564656,31712.73159809364,31729.07,31879.376215588603,3614.856024
2021-01-24 17:00:00,32126.20775224798,31630.282258365238,31851.6,31822.337927665187,2263.534975
2021-01-24 18:00:00,32054.11589721353,31592.910026176596,31831.67,31786.775487950385,1377.9965
2021-01-24 19:00:00,31893.249307275782,31218.136122848995,31306.29,31524.192067350832,5345.533596
2021-01-24 20:00:00,31830.70050257624,31129.170581169874,31673.26,31491.35685287929,2860.482417
2021-01-24 21:00:00,31841.104466904362,31118.740139784186,31909.46,31517.535959636807,1744.665865
2021-01-24 22:00:00,31993.955028572775,31456.37733695643,32127.97,31873.002042465727,1991.433164
2021-01-24 23:00:00,32250.0436687526,31768.626916085388,32259.9,32115.97970588179,2337.613427
2021-01-25 00:00:00,32599.81773221123,32014.51456444319,32574.71,32390.43557403804,4492.345342
2021-01-25 01:00:00,32743.423327743523,32207.52434222427,32864.98,32585.595964606175,2900.147001
2021-01-25 02:00:00,32893.78315205922,32356.99062994069,32768.23,32707.78437840154,2347.98898
2021-01-25 03:00:00,33291.17599723906,32544.422229192078,33568.18,33174.61064605542,4706.036305
2021-01-25 04:00:00,33569.75727229272,32828.913151856985,33378.93,33328.6622873022,3754.09528
2021-01-25 05:00:00,33675.49079431591,32943.7494720818,33331.13,33453.45428774387,2126.577599
2021-01-25 06:00:00,33638.02114863209,33208.9608178539,33496.22,33402.431243138955,2557.380441
2021-01-25 07:00:00,33529.307511895655,33121.64996282974,33346.95,33393.5453321316,2786.698459
2021-01-25 08:00:00,33537.33062417784,33125.66262626893,33448.21,33428.06012424305,2566.701936
2021-01-25 09:00:00,33537.800182472565,32991.55453272043,32979.1,33233.09345832404,3423.016872
2021-01-25 10:00:00,33395.56054594657,32888.00817071764,33117.43,33157.3487669827,3417.078317
2021-01-25 11:00:00,33352.090342219635,32834.57609879257,33185.26,33078.990311751746,1981.513268
2021-01-25 12:00:00,33804.992937470866,32960.6597047369,34180.01,33700.905974439076,6294.12879
2021-01-25 13:00:00,34354.12544717222,33527.26707006964,34544.49,34216.878367393285,6947.920979
2021-01-25 14:00:00,34602.46540701569,33777.078571259604,34467.43,34396.258983731335,4653.601761
2021-01-25 15:00:00,34728.014813706235,34178.29583642729,34458.31,34501.58952229482,3214.090835
2021-01-25 16:00:00,34688.80543983187,33977.734247993365,33910.96,34221.40947671304,6140.455965
2021-01-25 17:00:00,34504.97096092336,33794.159829401426,33784.36,34016.909613862255,3303.045679
2021-01-25 18:00:00,34370.52364615813,33622.716715621194,33672.46,33820.44893309304,2950.057258
2021-01-25 19:00:00,34051.89857043238,33551.9753080601,33411.54,33647.89968665326,2213.528823
2021-01-25 20:00:00,33751.471421604496,33303.345583129834,33470.2,33525.544988963615,3271.377752
2021-01-25 21:00:00,33529.955111577474,32651.957237665636,32718.08,33068.63845757754,5912.514443
2021-01-25 22:00:00,33254.17935144561,32312.90841339482,32462.36,32833.82991620556,3761.903244
2021-01-25 23:00:00,33061.697685704516,32091.46952048848,32254.2,32537.362042562938,2777.021592
2021-01-26 00:00:00,32732.753341337357,31932.43003216628,32474.33,32410.842100860173,3799.041198
2021-01-26 01:00:00,32757.349611080863,32014.39376638228,32758.85,32479.939914427254,2324.035401
2021-01-26 02:00:00,32795.41214810624,32008.205017654,32307.97,32510.575481937594,2168.256682
2021-01-26 03:00:00,32571.637387871906,31822.996973806956,31518.66,32008.598119873444,4883.733091
2021-01-26 04:00:00,32388.76991768813,31608.061610286306,32000.01,31838.384113076332,3361.246792
2021-01-26 05:00:00,32294.634648840267,31517.98862400053,32062.32,31789.962324149063,2272.548624
2021-01-26 06:00:00,32166.024462159417,31459.838855603604,31581.73,31835.875463950662,4195.640107
2021-01-26 07:00:00,31971.344868425997,31290.473541504653,31643.61,31697.499432991186,6371.297345
2021-01-26 08:00:00,31916.33107791722,31259.21534975244,31896.97,31679.740969253035,2952.735644
2021-01-26 09:00:00,31906.345641091462,31272.000000440352,31804.77,31745.328496944174,3370.061456
2021-01-26 10:00:00,32195.139773017752,31585.840122432903,32246.68,32003.747217871216,4058.119868
2021-01-26 11:00:00,32271.707186825635,31620.112882119585,31796.95,31978.138479163066,2789.974584
2021-01-26 12:00:00,32227.636059326058,31559.383351594635,31296.94,31790.622188192792,3784.604237
2021-01-26 13:00:00,32030.56833061035,31335.274391334184,31718.97,31582.79222214908,3556.69465
2021-01-26 14:00:00,31868.953013195744,31038.011997027315,31257.73,31386.970522275475,6500.212591
2021-01-26 15:00:00,31845.087692118672,31044.78337371136,31750.23,31511.608431538174,3825.060752
2021-01-26 16:00:00,31934.493327390046,31108.532377502044,31985.3,31647.091993010396,6316.901264
2021-01-26 17:00:00,32077.465087626446,31417.024032584268,32184.36,31959.8351847715,2854.445472
2021-01-26 18:00:00,32203.460876273348,31575.13446784157,32224.5,32089.413594205565,2862.286212
2021-01-26 19:00:00,32328.088779243943,31928.653093685967,32208.33,32205.693014640903,2678.41918
2021-01-26 20:00:00,32382.148021037538,31916.712592407144,31986.99,32142.736217367925,2630.683429
2021-01-26 21:00:00,32378.594987569366,31934.023477989394,31987.13,32068.50366267329,1967.1832
2021-01-26 22:00:00,32482.493095506852,31879.578524154418,32733.81,32226.508292609626,2170.301702
2021-01-26 23:00:00,32707.782717924187,32142.36965981835,32467.77,32418.13279295053,3278.723429
2021-01-27 00:00:00,32733.425533901373,32092.730075261563,32335.7,32480.429832267175,3512.77489
2021-01-27 01:00:00,32651.862172150562,32097.767483925418,32084.6,32306.388067028754,2849.986274
2021-01-27 02:00:00,32453.81515439432,31877.15904470598,31802.36,32123.72616981954,1970.049621
2021-01-27 03:00:00,32241.019425878403,31783.802522984643,31800.86,31919.143005763483,2041.559941
2021-01-27 04:00:00,32069.6671108122,31617.952840956932,31864.36,31820.790203823602,1767.213266
2021-01-27 05:00:00,31949.561981027135,31474.787008169642,31503.41,31702.469011316152,2446.344934
2021-01-27 06:00:00,31888.913801686238,31404.17430294569,31669.98,31659.631747655974,1968.815295
