,type,entry_time,entry_price,exit_time,exit_price,percentual_difference,cumulative_profit
0,sl,2021-07-27 17:52:38.620022784,307.5,2021-07-27 17:52:41.682116096,307.49,-0.3252032520322246,-0.3252032520322246
1,tp,2021-07-27 17:52:44.773391872,307.32,2021-07-27 17:53:18.454219008,307.48,5.206299622544091,4.881096370511867
2,sl,2021-07-27 17:53:33.766983424,307.46,2021-07-27 17:53:34.796734720,307.44,-0.6504911207956096,4.230605249716257
3,sl,2021-07-27 17:53:35.825444352,307.46,2021-07-27 17:53:37.865475840,307.45,-0.3252455603978048,3.9053596893184523
4,sl,2021-07-27 17:53:38.894084608,307.44,2021-07-27 17:54:28.008760832,307.38,-1.9516003122561238,1.9537593770623285
5,sl,2021-07-27 17:54:29.037257984,307.34,2021-07-27 17:54:33.154354944,307.33,-0.3253725515712535,1.628386825491075
6,tp,2021-07-27 17:54:34.165008896,307.35,2021-07-27 17:54:52.544334592,307.52,5.531153408165253,7.159540233656328
7,sl,2021-07-27 17:55:12.962142976,307.49,2021-07-27 17:55:15.003064064,307.48,-0.32521382809167465,6.834326405564653
8,tp,2021-07-27 17:55:16.013498880,307.48,2021-07-27 17:55:34.395159296,307.68,6.504488096786412,13.338814502351065
9,sl,2021-07-27 17:55:47.678803968,307.68,2021-07-27 17:55:57.926727936,307.62,-1.9500780031201987,11.388736499230866
10,sl,2021-07-27 17:55:58.951524096,307.63,2021-07-27 17:57:34.238551808,307.55,-2.6005266066373265,8.788209892593539
11,sl,2021-07-27 17:57:35.267614720,307.53,2021-07-27 17:57:36.278745600,307.52,-0.32517152798071425,8.463038364612824
12,sl,2021-07-27 17:57:37.307872512,307.48,2021-07-27 17:57:38.340404736,307.46,-0.6504488096799355,7.812589554932889
13,sl,2021-07-27 17:57:39.351349760,307.42,2021-07-27 17:57:41.408753152,307.41,-0.32528787977330376,7.487301675159586
14,sl,2021-07-27 17:57:42.435443456,307.41,2021-07-27 17:57:44.492361984,307.4,-0.3252984613398311,7.162003213819754
15,sl,2021-07-27 17:57:45.518298880,307.39,2021-07-27 17:57:51.633339648,307.38,-0.3253196265327729,6.836683587286982
16,sl,2021-07-27 17:57:57.771350272,307.26,2021-07-27 17:57:58.798781440,307.25,-0.3254572674604864,6.511226319826495
17,sl,2021-07-27 17:57:59.825343744,307.25,2021-07-27 17:58:02.891686912,307.24,-0.3254678600485241,6.18575845977797
18,tp,2021-07-27 17:58:03.918781184,307.2,2021-07-27 17:58:30.518719488,307.37,5.533854166667185,11.719612626445155
19,sl,2021-07-27 17:58:44.788664576,307.35,2021-07-27 17:58:46.842102272,307.34,-0.3253619651878233,11.394250661257331
20,sl,2021-07-27 17:58:47.868695808,307.32,2021-07-27 17:58:48.895443200,307.27,-1.6269686320451442,9.767282029212186
21,sl,2021-07-27 17:58:49.922055168,307.22,2021-07-27 17:58:50.949865472,307.21,-0.325499641951948,9.441782387260238
22,sl,2021-07-27 17:58:51.971968256,307.21,2021-07-27 17:59:16.515056896,307.2,-0.325510237296667,9.11627214996357
23,sl,2021-07-27 17:59:19.580666880,307.13,2021-07-27 17:59:20.609595392,307.12,-0.3255950249077233,8.790677125055847
24,tp,2021-07-27 17:59:21.637219840,307.11,2021-07-27 17:59:40.104794880,307.29,5.861092116831325,14.651769241887173
25,sl,2021-07-27 17:59:56.455359744,307.36,2021-07-27 17:59:58.494852352,307.35,-0.3253513794895531,14.32641786239762
26,sl,2021-07-27 17:59:59.522030848,307.35,2021-07-27 18:00:00.541464832,307.32,-0.9760858955597708,13.350331966837848
27,sl,2021-07-27 18:00:01.569861888,307.32,2021-07-27 18:00:10.777717248,307.3,-0.6507874528173179,12.69954451402053
28,tp,2021-07-27 18:00:11.801970176,307.29,2021-07-27 18:01:17.945888256,307.48,6.183084382830477,18.882628896851006
29,sl,2021-07-27 18:01:31.292093440,307.48,2021-07-27 18:01:44.619981056,307.36,-3.9026928580722173,14.979936038778789
30,sl,2021-07-27 18:01:45.647647488,307.35,2021-07-27 18:01:46.675386624,307.33,-0.650723930373797,14.329212108404992
31,sl,2021-07-27 18:01:47.702007808,307.33,2021-07-27 18:02:05.108693760,307.32,-0.3253831386454594,14.003828969759532
32,sl,2021-07-27 18:02:12.287733504,307.22,2021-07-27 18:02:16.383946752,307.21,-0.325499641951948,13.678329327807583
33,sl,2021-07-27 18:02:17.393229056,307.22,2021-07-27 18:02:18.423131648,307.21,-0.325499641951948,13.352829685855635
34,sl,2021-07-27 18:02:19.452016640,307.2,2021-07-27 18:02:22.516544256,307.16,-1.302083333332149,12.050746352523486
35,sl,2021-07-27 18:02:24.572020736,307.14,2021-07-27 18:02:30.727359232,307.11,-0.9767532721225732,11.073993080400912
36,tp,2021-07-27 18:02:32.766741248,307.11,2021-07-27 18:02:39.921709312,307.28,5.535475888116932,16.609468968517845
37,sl,2021-07-27 18:03:11.625415936,307.48,2021-07-27 18:03:13.668852224,307.47,-0.3252244048390433,16.2842445636788
38,sl,2021-07-27 18:03:14.679678208,307.47,2021-07-27 18:03:46.378423040,307.46,-0.32523498227624636,15.959009581402555
39,sl,2021-07-27 18:03:47.408718848,307.39,2021-07-27 18:03:53.505377536,307.35,-1.3012785061310916,14.657731075271464
40,sl,2021-07-27 18:03:54.533274112,307.33,2021-07-27 18:03:55.562042624,307.26,-2.277681970520066,12.380049104751398
41,sl,2021-07-27 18:03:56.590439168,307.28,2021-07-27 18:04:03.787392000,307.27,-0.32543608435273713,12.05461302039866
42,sl,2021-07-27 18:04:04.797909760,307.27,2021-07-27 18:04:07.872054016,307.26,-0.32544667556191315,11.729166344836747
43,sl,2021-07-27 18:04:51.905515520,307.43,2021-07-27 18:05:01.160041728,307.32,-3.5780502878708536,8.151116056965893
44,tp,2021-07-27 18:05:02.166983936,307.31,2021-07-27 18:05:39.085032960,307.51,6.508086297223932,14.659202354189826
45,tp,2021-07-27 18:05:54.319795456,307.53,2021-07-27 18:06:28.924323840,307.69,5.202744447696974,19.861946801886802
46,sl,2021-07-27 18:06:49.327392512,307.73,2021-07-27 18:06:50.338262784,307.59,-4.5494426932714775,15.312504108615325
47,sl,2021-07-27 18:06:51.349243904,307.61,2021-07-27 18:06:52.358175232,307.6,-0.3250869607617082,14.987417147853616
48,sl,2021-07-27 18:06:53.387364864,307.62,2021-07-27 18:07:10.697776896,307.57,-1.6253819647620886,13.362035183091528
49,sl,2021-07-27 18:07:12.717979392,307.56,2021-07-27 18:07:25.914681344,307.54,-0.6502796202361104,12.711755562855418
50,sl,2021-07-27 18:08:19.886523136,307.76,2021-07-27 18:08:26.012912384,307.74,-0.6498570314524893,12.061898531402928
51,sl,2021-07-27 18:08:27.024050432,307.74,2021-07-27 18:08:29.144783872,307.72,-0.6498992656132389,11.411999265789689
52,sl,2021-07-27 18:08:30.173230592,307.72,2021-07-27 18:08:32.211723776,307.71,-0.32497075263381475,11.087028513155873
53,sl,2021-07-27 18:08:33.239534592,307.71,2021-07-27 18:10:38.753238272,307.64,-2.274869195021065,8.812159318134809
54,sl,2021-07-27 18:10:39.782053120,307.6,2021-07-27 18:10:40.810705664,307.56,-1.3003901170357757,7.511769201099033
55,sl,2021-07-27 18:10:41.821738240,307.56,2021-07-27 18:10:43.845869056,307.52,-1.300559240474069,6.211209960624964
56,tp,2021-07-27 18:10:44.875365376,307.52,2021-07-27 18:11:19.708586240,307.71,6.178459937564963,12.389669898189926
57,sl,2021-07-27 18:11:42.264767488,307.93,2021-07-27 18:11:45.335320832,307.92,-0.32474913129577837,12.064920766894147
58,sl,2021-07-27 18:11:46.345362688,307.93,2021-07-27 18:11:50.462407936,307.92,-0.32474913129577837,11.740171635598369
59,sl,2021-07-27 18:11:51.471986432,307.92,2021-07-27 18:11:54.588580352,307.88,-1.2990387113542627,10.441132924244107
60,sl,2021-07-27 18:11:55.615575296,307.87,2021-07-27 18:11:59.707141888,307.86,-0.32481242082667705,10.11632050341743
61,tp,2021-07-27 18:12:00.718217728,307.89,2021-07-27 18:12:22.157781504,308.09,6.495826431517382,16.612146934934813
62,sl,2021-07-27 18:12:32.346660352,308.07,2021-07-27 18:12:34.386693632,308.01,-1.9476093095725737,14.66453762536224
63,sl,2021-07-27 18:12:35.394765824,308.01,2021-07-27 18:12:57.818857984,308.0,-0.32466478361062645,14.339872841751614
64,sl,2021-07-27 18:12:58.845034240,308.01,2021-07-27 18:13:00.861594368,307.94,-2.2726534852762303,12.067219356475384
65,sl,2021-07-27 18:13:01.870284032,307.94,2021-07-27 18:13:02.879869440,307.92,-0.6494771708768529,11.41774218559853
66,tp,2021-07-27 18:13:03.914985984,307.92,2021-07-27 18:13:21.285287936,308.12,6.495193556767623,17.91293574236615
67,sl,2021-07-27 18:13:34.579153152,308.08,2021-07-27 18:13:48.931510272,308.07,-0.32459101532040074,17.58834472704575
