,date,open,high,low,close,volume
0,2021-07-27 17:52:39.982050560,2240.1,2243.24,2240.09,2241.78,288.162
1,2021-07-27 17:52:44.061707520,2240.1,2243.24,2240.09,2240.87,412.365
2,2021-07-27 17:52:48.187201536,2240.1,2243.24,2240.09,2240.8,417.463
3,2021-07-27 17:52:52.287292928,2240.1,2243.24,2240.09,2240.71,419.462
4,2021-07-27 17:52:56.350182912,2240.1,2243.24,2240.09,2240.71,422.971
5,2021-07-27 17:53:00.427635200,2240.1,2243.24,2240.09,2240.7,424.672
6,2021-07-27 17:53:04.511353856,2240.1,2243.24,2240.09,2240.72,464.588
7,2021-07-27 17:53:08.589745152,2240.1,2243.24,2240.09,2240.71,465.755
8,2021-07-27 17:53:12.668070144,2240.1,2243.24,2240.09,2240.72,468.525
9,2021-07-27 17:53:16.748237056,2240.1,2243.24,2240.09,2240.88,515.541
10,2021-07-27 17:53:20.810250240,2240.1,2243.24,2240.09,2240.88,517.215
11,2021-07-27 17:53:24.870983680,2240.1,2243.24,2240.09,2240.86,580.278
12,2021-07-27 17:53:32.025430528,2240.87,2241.68,2240.86,2241.68,73.65
13,2021-07-27 17:53:36.122113024,2240.87,2241.68,2240.86,2241.67,76.448
14,2021-07-27 17:53:40.236516352,2240.87,2241.68,2240.86,2241.67,77.196
15,2021-07-27 17:53:44.351809792,2240.87,2241.68,2240.86,2241.59,109.297
16,2021-07-27 17:53:48.453229312,2240.87,2241.68,2240.52,2240.53,364.071
17,2021-07-27 17:53:52.542125824,2240.87,2241.68,2240.31,2240.31,380.309
18,2021-07-27 17:53:56.641297408,2240.87,2241.68,2240.31,2240.52,392.087
19,2021-07-27 17:54:00.719415808,2240.87,2241.68,2240.31,2240.61,393.834
20,2021-07-27 17:54:04.762615040,2240.87,2241.68,2240.31,2240.61,396.017
21,2021-07-27 17:54:08.838795776,2240.87,2241.68,2240.31,2240.62,398.917
22,2021-07-27 17:54:12.917814272,2240.87,2241.68,2240.31,2240.64,409.689
23,2021-07-27 17:54:16.004343808,2240.87,2241.68,2240.31,2240.64,411.361
24,2021-07-27 17:54:20.063998720,2240.87,2241.68,2240.31,2240.64,413.232
25,2021-07-27 17:54:24.143614976,2240.87,2241.68,2240.31,2240.64,417.042
26,2021-07-27 17:54:28.222004480,2240.87,2241.68,2240.31,2240.64,419.051
27,2021-07-27 17:54:32.314483200,2240.87,2241.68,2240.31,2240.65,425.889
28,2021-07-27 17:54:36.375432960,2240.87,2241.68,2240.31,2240.71,428.782
29,2021-07-27 17:54:40.468821248,2240.87,2241.68,2240.31,2240.71,430.181
30,2021-07-27 17:54:44.527197184,2240.87,2241.68,2240.31,2240.72,430.639
31,2021-07-27 17:54:48.639772672,2240.87,2241.68,2240.31,2240.72,436.172
32,2021-07-27 17:54:52.719422208,2240.87,2241.68,2240.09,2240.09,611.709
33,2021-07-27 17:54:56.816803840,2240.87,2241.68,2240.0,2240.01,626.984
34,2021-07-27 17:55:00.933099008,2240.87,2241.68,2240.0,2240.0,721.786
35,2021-07-27 17:55:04.021901824,2240.87,2241.68,2240.0,2240.0,723.37
36,2021-07-27 17:55:08.098789888,2240.87,2241.68,2240.0,2240.0,724.11
37,2021-07-27 17:55:12.158799872,2240.87,2241.68,2240.0,2240.0,737.813
38,2021-07-27 17:55:16.242085888,2240.87,2241.68,2240.0,2240.0,743.092
39,2021-07-27 17:55:20.339415552,2240.87,2241.68,2240.0,2240.06,749.49
40,2021-07-27 17:55:24.421774848,2240.87,2241.68,2240.0,2240.29,796.0
41,2021-07-27 17:55:28.481699584,2240.87,2241.68,2240.0,2240.29,796.477
42,2021-07-27 17:55:32.595395328,2240.87,2241.68,2240.0,2240.29,799.477
43,2021-07-27 17:55:36.691660032,2240.87,2241.68,2240.0,2240.29,799.966
44,2021-07-27 17:55:40.792316416,2240.87,2241.68,2240.0,2240.3,800.372
45,2021-07-27 17:55:44.904863232,2240.3,2240.3,2240.29,2240.29,0.509
46,2021-07-27 17:55:47.991670272,2240.3,2240.3,2240.29,2240.29,19.774
47,2021-07-27 17:55:52.107213056,2240.3,2240.3,2240.29,2240.29,25.596
48,2021-07-27 17:55:56.206358016,2240.3,2241.0,2240.29,2241.0,94.457
49,2021-07-27 17:56:00.291265792,2240.3,2241.46,2240.29,2241.46,104.62
50,2021-07-27 17:56:04.407618816,2240.3,2241.99,2240.29,2241.78,138.813
51,2021-07-27 17:56:08.478686976,2240.3,2241.99,2240.29,2241.78,141.029
52,2021-07-27 17:56:12.548385792,2240.3,2242.2,2240.29,2242.19,160.204
53,2021-07-27 17:56:16.644522752,2240.3,2242.2,2240.29,2242.19,162.078
54,2021-07-27 17:56:20.757016832,2240.3,2242.2,2240.29,2242.13,182.824
55,2021-07-27 17:56:24.870780928,2240.3,2242.2,2240.29,2242.13,182.896
56,2021-07-27 17:56:32.050500096,2240.3,2242.2,2240.29,2242.06,189.789
57,2021-07-27 17:56:36.165422592,2240.3,2242.2,2240.29,2242.05,191.06
58,2021-07-27 17:56:40.281195520,2240.3,2242.2,2240.29,2242.05,195.24
59,2021-07-27 17:56:44.372110080,2240.3,2242.2,2240.29,2242.05,195.464
60,2021-07-27 17:56:48.463019776,2240.3,2243.23,2240.29,2243.23,650.701
61,2021-07-27 17:56:52.555458304,2240.3,2243.36,2240.29,2243.35,669.851
62,2021-07-27 17:56:56.670542848,2240.3,2243.36,2240.29,2243.36,708.22
63,2021-07-27 17:57:00.783692544,2240.3,2243.36,2240.29,2243.35,709.556
64,2021-07-27 17:57:04.898751744,2240.3,2243.36,2240.29,2243.35,717.95
65,2021-07-27 17:57:07.987301632,2240.3,2243.36,2240.29,2243.23,731.8
66,2021-07-27 17:57:12.068083968,2240.3,2243.36,2240.29,2243.22,733.113
67,2021-07-27 17:57:16.168290304,2240.3,2243.36,2240.29,2243.02,739.961
68,2021-07-27 17:57:20.266955008,2240.3,2243.36,2240.29,2242.08,782.902
69,2021-07-27 17:57:24.365406976,2240.3,2243.36,2240.29,2242.08,789.373
70,2021-07-27 17:57:28.478770432,2240.3,2243.36,2240.29,2242.09,790.687
71,2021-07-27 17:57:32.595397376,2240.3,2243.36,2240.29,2242.31,804.457
72,2021-07-27 17:57:36.692084736,2240.3,2243.36,2240.29,2242.76,810.39
73,2021-07-27 17:57:40.813965824,2240.3,2243.36,2240.29,2242.9,811.062
74,2021-07-27 17:57:44.933138944,2240.3,2243.36,2240.29,2243.22,819.85
75,2021-07-27 17:57:48.021361408,2240.3,2243.36,2240.29,2243.23,820.41
76,2021-07-27 17:57:52.101576960,2240.3,2243.36,2240.29,2243.23,820.56
77,2021-07-27 17:57:56.182072832,2240.3,2243.36,2240.29,2243.13,837.248
78,2021-07-27 17:58:00.273891840,2240.3,2243.36,2240.29,2243.07,840.992
79,2021-07-27 17:58:04.378212608,2240.3,2243.36,2240.29,2242.77,843.337
80,2021-07-27 17:58:08.474681856,2240.3,2243.36,2240.29,2242.59,845.659
81,2021-07-27 17:58:12.572081664,2240.3,2243.36,2240.29,2242.6,862.773
82,2021-07-27 17:58:16.685344000,2242.6,2243.1,2242.6,2243.07,6.234
83,2021-07-27 17:58:20.797599488,2242.6,2243.1,2242.6,2243.04,10.223
84,2021-07-27 17:58:24.890516480,2242.6,2243.1,2242.6,2242.89,13.49
85,2021-07-27 17:58:32.055399936,2242.6,2243.36,2242.6,2243.35,38.978
86,2021-07-27 17:58:36.132017920,2242.6,2243.36,2242.6,2243.33,55.276
87,2021-07-27 17:58:40.177272320,2242.6,2243.36,2242.6,2243.13,59.224
88,2021-07-27 17:58:44.255986944,2242.6,2243.36,2242.6,2243.13,66.427
89,2021-07-27 17:58:48.345238528,2242.6,2243.36,2242.6,2243.13,75.831
90,2021-07-27 17:58:52.455360000,2242.6,2243.36,2242.6,2243.26,89.835
91,2021-07-27 17:58:56.532347136,2242.6,2243.36,2242.6,2243.26,98.556
92,2021-07-27 17:59:00.643099136,2242.6,2243.36,2242.12,2242.12,238.619
93,2021-07-27 17:59:04.735339264,2242.6,2243.36,2241.24,2241.24,299.834
94,2021-07-27 17:59:08.845484544,2242.6,2243.36,2240.86,2240.87,310.578
95,2021-07-27 17:59:12.925359360,2242.6,2243.36,2240.41,2240.7,321.443
96,2021-07-27 17:59:15.975398912,2242.6,2243.36,2240.41,2240.69,326.399
97,2021-07-27 17:59:20.083384832,2242.6,2243.36,2240.41,2240.57,352.047
98,2021-07-27 17:59:24.177371648,2242.6,2243.36,2240.41,2240.52,394.903
99,2021-07-27 17:59:28.263575296,2242.6,2243.36,2240.41,2240.45,402.154
100,2021-07-27 17:59:32.355454976,2242.6,2243.36,2239.83,2239.83,484.539
101,2021-07-27 17:59:36.424378624,2242.6,2243.36,2239.4,2239.4,500.921
