entry_date,entry_price,exit_date,exit_price,profit
2021-05-04 22:45:00,54079.61,2021-05-04 23:30:00,53758.64,-0.33
2021-05-04 23:45:00,53200.01,2021-05-05 02:00:00,55262.06,3.8760331060088062
2021-05-05 04:30:00,54744.16,2021-05-05 04:45:00,54552.15,-0.33
2021-05-05 05:00:00,54493.62,2021-05-05 06:30:00,54032.15,-0.33
2021-05-05 06:45:00,54421.51,2021-05-05 14:30:00,56330.26,3.5073447980403336
2021-05-05 17:45:00,57281.33,2021-05-05 18:30:00,57081.99,-0.33
2021-05-05 18:45:00,57301.55,2021-05-05 19:30:00,57100.0,-0.33
2021-05-05 19:45:00,57136.04,2021-05-05 20:15:00,56800.01,-0.33
2021-05-05 20:30:00,56721.66,2021-05-06 18:30:00,55614.44,-0.33
2021-05-06 18:45:00,55753.57,2021-05-07 04:15:00,55438.22,-0.33
2021-05-07 04:30:00,55693.25,2021-05-07 16:00:00,57844.0,3.8617785817850456
2021-05-07 18:30:00,57900.01,2021-05-07 19:15:00,57611.27,-0.33
2021-05-07 19:30:00,57582.05,2021-05-07 21:00:00,57384.3,-0.33
2021-05-07 21:15:00,57379.54,2021-05-07 22:15:00,57059.73,-0.33
2021-05-07 22:30:00,56930.27,2021-05-08 08:00:00,58968.21,3.5797125149766593
2021-05-08 10:45:00,58539.56,2021-05-08 12:00:00,58337.11,-0.33
2021-05-08 12:15:00,58539.82,2021-05-08 15:45:00,57599.87,-0.33
2021-05-08 16:00:00,58143.11,2021-05-09 07:30:00,57881.62,-0.33
2021-05-09 07:45:00,57965.59,2021-05-09 10:00:00,57644.04,-0.33
2021-05-09 10:15:00,57806.01,2021-05-09 12:00:00,57222.83,-0.33
2021-05-09 12:15:00,56900.29,2021-05-09 12:45:00,56433.53,-0.33
2021-05-09 13:00:00,56958.75,2021-05-10 02:45:00,58982.81,3.5535541071389343
2021-05-10 05:00:00,59289.49,2021-05-10 05:15:00,58919.98,-0.33
2021-05-10 05:30:00,58804.33,2021-05-10 07:45:00,58370.17,-0.33
2021-05-10 08:00:00,58190.05,2021-05-10 09:30:00,57813.36,-0.33
2021-05-10 09:45:00,57899.65,2021-05-10 11:00:00,57526.06,-0.33
2021-05-10 11:15:00,57747.75,2021-05-10 14:15:00,57250.27,-0.33
2021-05-10 14:30:00,57497.36,2021-05-10 14:45:00,56831.59,-0.33
2021-05-10 15:00:00,57149.99,2021-05-10 18:15:00,56729.2,-0.33
2021-05-10 18:30:00,56773.79,2021-05-10 19:15:00,56511.41,-0.33
2021-05-10 19:30:00,56055.8,2021-05-10 19:45:00,55733.76,-0.33
2021-05-10 20:00:00,54969.53,2021-05-11 02:45:00,54600.0,-0.33
2021-05-11 03:00:00,54751.38,2021-05-11 18:15:00,56679.91,3.5223404414646833
2021-05-11 21:15:00,56576.7,2021-05-11 23:15:00,56300.0,-0.33
2021-05-11 23:30:00,56482.65,2021-05-12 10:30:00,56052.97,-0.33
2021-05-12 10:45:00,56026.83,2021-05-12 15:15:00,55592.07,-0.33
2021-05-12 15:30:00,55788.89,2021-05-12 15:45:00,55479.13,-0.33
2021-05-12 16:00:00,55193.93,2021-05-12 16:30:00,54601.01,-0.33
2021-05-12 16:45:00,55013.01,2021-05-12 18:00:00,54550.03,-0.33
2021-05-12 18:15:00,54369.18,2021-05-12 18:30:00,54131.34,-0.33
2021-05-12 18:45:00,54082.52,2021-05-12 19:00:00,53646.62,-0.33
2021-05-12 19:15:00,54114.0,2021-05-12 22:00:00,52608.36,-0.33
2021-05-12 22:15:00,52748.44,2021-05-12 22:30:00,52317.45,-0.33
2021-05-12 22:45:00,52942.79,2021-05-12 23:00:00,52663.16,-0.33
2021-05-12 23:15:00,51591.42,2021-05-12 23:30:00,51203.71,-0.33
2021-05-12 23:45:00,49631.32,2021-05-13 00:00:00,48281.59,-0.33
2021-05-13 00:15:00,49724.77,2021-05-13 09:30:00,49552.89,-0.33
2021-05-13 09:45:00,49212.91,2021-05-13 11:00:00,48907.11,-0.33
2021-05-13 11:15:00,49422.44,2021-05-13 16:45:00,48635.4,-0.33
2021-05-13 17:00:00,48185.52,2021-05-13 17:15:00,47511.76,-0.33
2021-05-13 17:30:00,47800.0,2021-05-13 21:00:00,49760.83,4.102154811715485
